Site F Longitude Latitude    ve      vn   sig_ve sig_vn rho_en    t1       t2   
        (deg.E)   (deg.N) |---------- mm/yr ----------|                         
VEZI c   35.4667  41.1380   19.75   14.68   0.54   0.54 -0.024 2008.739 2011.281
VLSM c   20.5887  38.1768   17.30    4.19   0.23   0.24  0.003 2006.122 2013.462
VLUC c   15.2659  40.2307   22.57   17.82   0.53   0.53  0.001 1998.588 2011.640
VOLO c   22.8872  39.3530   20.19    1.92   0.65   0.63  0.002 2010.511 2013.421
YALC c   28.2932  41.4734   24.20   11.68   0.51   0.36 -0.004 2009.327 2013.311
YANT c   29.1127  40.8197   21.83   12.75   0.25   0.36 -0.009 2004.387 2013.489
YENT c   26.5873  40.4683   10.83    6.26   0.39   0.57 -0.002 2005.626 2013.489
YIBL c   56.1123  22.1865   34.10   31.84   1.44   0.37 -0.004 2006.870 2013.489
YNKT c   28.7211  41.3195   25.12   10.34   1.21   0.78 -0.002 2009.695 2012.357
YOZT c   34.8159  39.8240    5.35   15.85   0.52   0.54 -0.011 2008.739 2011.281
YRCM c   34.9283  30.9916   23.14   19.42   0.47   0.46 -0.020 2007.015 2013.489
YUNK c   31.7263  38.8205    2.67   10.42   0.55   0.56 -0.008 2008.821 2011.281
ZECK c   41.5651  43.7884   25.47   11.32   0.18   0.19 -0.046 1997.514 2011.549
ZFER c   28.6736  41.3031   24.09   12.08   0.41   0.45 -0.005 2009.327 2013.311
ZONG c   31.7782  41.4495   24.41   10.92   0.54   0.50 -0.046 2008.739 2011.281
